contract_id,customer_id,product_id,contract_type,start_date,end_date,monthly_charges,total_charges,payment_method,auto_renewal,churned,churn_date
3648,3648,2,Annual,2023-05-15,2024-10-06,85.02,1445.34,UPI,0,0,
3649,3649,5,Annual,2022-08-19,2023-04-16,11.77,94.16,Debit Card,0,0,
3650,3650,1,Monthly,2021-03-25,2024-05-08,31.0,1178.0,UPI,1,1,2023-03-15
3651,3651,2,Monthly,2020-09-28,2023-06-15,76.75,2532.75,Bank Transfer,1,0,
3652,3652,1,Monthly,2022-08-31,2023-02-27,38.37,230.22,Bank Transfer,1,0,
3653,3653,1,Annual,2021-06-20,2025-05-30,37.69,1809.12,Net Banking,1,0,
3654,3654,2,Annual,2022-02-08,2024-09-25,89.7,2870.4,Bank Transfer,1,0,
3655,3655,3,Annual,2023-05-30,2025-08-17,179.36,4842.72,Debit Card,0,0,
3656,3656,2,Monthly,2020-08-18,2022-07-09,77.18,1775.14,Debit Card,1,1,2021-09-12
3657,3657,4,Annual,2021-08-18,2022-08-13,388.86,4666.32,Credit Card,1,0,
3658,3658,2,Annual,2022-03-15,2023-08-07,76.25,1296.25,Net Banking,0,1,2023-01-09
3659,3659,3,Annual,2022-06-04,2025-07-18,189.99,7219.62,Net Banking,1,0,
3660,3660,5,Monthly,2020-11-14,2021-06-12,12.0,84.0,Net Banking,0,0,
3661,3661,4,Monthly,2020-05-18,2022-11-04,519.38,15581.4,UPI,1,0,
3662,3662,1,Annual,2022-12-12,2024-03-06,36.74,551.1,Debit Card,0,0,
3663,3663,5,Monthly,2023-04-13,2023-05-13,10.64,10.64,UPI,1,1,2023-05-13
3664,3664,5,Annual,2021-01-12,2023-01-02,10.56,253.44,Bank Transfer,1,0,
3665,3665,1,Annual,2020-06-02,2022-01-23,36.59,731.8,Credit Card,0,0,
3666,3666,3,Monthly,2021-03-20,2022-05-14,186.3,2608.2,Debit Card,0,1,2022-04-14
3667,3667,3,Monthly,2023-04-28,2024-12-18,181.01,3620.2,Net Banking,0,0,
3668,3668,3,Monthly,2020-03-13,2024-02-21,182.62,8765.76,UPI,0,0,
3669,3669,3,Annual,2023-03-09,2023-09-05,141.95,851.7,Credit Card,1,0,
3670,3670,1,Monthly,2020-09-05,2023-07-22,27.03,946.05,Bank Transfer,1,0,
3671,3671,5,Annual,2022-02-10,2024-10-27,11.65,384.45,Credit Card,1,0,
3672,3672,4,Annual,2020-07-27,2022-05-18,391.97,8623.34,Credit Card,1,0,
3673,3673,1,Monthly,2020-10-20,2021-05-18,34.86,244.02,Net Banking,0,0,
3674,3674,5,Annual,2021-04-22,2024-07-05,9.11,355.29,Net Banking,1,0,
3675,3675,1,Annual,2022-07-08,2024-08-26,29.73,772.98,UPI,1,0,
3676,3676,4,Annual,2020-08-30,2021-08-25,441.13,5293.56,UPI,1,1,2021-06-26
3677,3677,2,Annual,2021-12-03,2023-05-27,82.75,1489.5,Net Banking,0,0,
3678,3678,1,Annual,2021-03-21,2021-07-19,35.59,142.36,Credit Card,1,0,
3679,3679,3,Monthly,2020-07-11,2023-02-26,156.66,5013.12,Credit Card,1,0,
3680,3680,4,Monthly,2021-02-17,2021-12-14,473.67,4736.7,Net Banking,1,1,2021-08-16
3681,3681,2,Annual,2021-06-03,2023-10-21,98.56,2858.24,Debit Card,1,0,
3682,3682,1,Monthly,2020-12-05,2022-11-25,31.82,763.68,Credit Card,1,1,2021-05-04
3683,3683,5,Annual,2021-01-28,2022-11-19,9.6,211.2,Bank Transfer,1,0,
3684,3684,2,Annual,2020-06-09,2020-11-06,88.0,440.0,Bank Transfer,0,0,
3685,3685,4,Monthly,2021-09-26,2024-06-12,440.43,14534.19,Credit Card,0,1,2023-06-18
3686,3686,5,Monthly,2021-11-02,2023-04-26,11.34,204.12,Bank Transfer,1,0,
3687,3687,3,Monthly,2022-04-20,2023-08-13,158.99,2543.84,Net Banking,0,0,
3688,3688,5,Annual,2020-09-01,2022-07-23,9.54,219.42,Debit Card,1,1,2022-07-23
3689,3689,5,Annual,2020-10-28,2021-05-26,12.35,86.45,Bank Transfer,1,0,
3690,3690,2,Monthly,2020-06-09,2021-03-06,90.0,810.0,UPI,1,1,2020-10-07
3691,3691,1,Annual,2020-11-04,2024-10-14,37.29,1789.92,Net Banking,1,0,
3692,3692,4,Annual,2021-07-10,2021-12-07,475.48,2377.4,Net Banking,0,0,
3693,3693,5,Annual,2020-01-04,2023-05-18,10.35,424.35,Credit Card,1,0,
3694,3694,4,Annual,2021-12-28,2022-06-26,471.58,2829.48,Net Banking,1,0,
3695,3695,1,Annual,2021-03-02,2022-03-27,28.69,372.97,UPI,0,0,
3696,3696,2,Annual,2020-12-13,2022-01-07,84.27,1095.51,UPI,0,1,2021-02-11
3697,3697,2,Monthly,2022-09-17,2026-01-29,86.7,3554.7,UPI,1,1,2023-12-11
3698,3698,1,Annual,2021-05-16,2021-08-14,35.45,106.35,Net Banking,1,1,2021-06-15
3699,3699,5,Monthly,2022-10-12,2026-04-24,9.55,410.65,Debit Card,1,0,
3700,3700,4,Annual,2020-07-03,2023-06-18,376.02,13536.72,Bank Transfer,0,1,2022-10-21
3701,3701,4,Annual,2023-03-22,2025-10-07,428.57,13285.67,Credit Card,0,1,2023-10-18
3702,3702,1,Annual,2023-02-02,2024-04-27,30.53,457.95,Net Banking,0,1,2023-08-01
3703,3703,3,Annual,2021-03-01,2023-09-17,135.05,4186.55,Credit Card,1,0,
3704,3704,1,Annual,2021-06-17,2023-08-06,34.9,907.4,Debit Card,1,0,
3705,3705,1,Annual,2022-11-14,2025-02-01,32.86,887.22,Net Banking,0,0,
3706,3706,4,Monthly,2020-06-30,2023-09-13,399.03,15562.17,Credit Card,1,0,
3707,3707,5,Annual,2023-06-19,2027-05-29,12.97,622.56,Bank Transfer,0,0,
3708,3708,1,Annual,2021-07-01,2024-02-16,35.94,1150.08,UPI,0,0,
3709,3709,4,Annual,2020-08-14,2023-05-01,428.59,14143.47,UPI,0,0,
3710,3710,3,Monthly,2021-06-16,2022-01-12,143.19,1002.33,Net Banking,1,1,2021-08-15
3711,3711,3,Annual,2020-04-07,2021-09-29,194.05,3492.9,Credit Card,1,0,
3712,3712,4,Annual,2022-11-27,2024-08-18,442.5,9292.5,UPI,1,0,
3713,3713,1,Annual,2022-07-14,2023-03-11,36.97,295.76,Credit Card,1,0,
3714,3714,3,Monthly,2021-06-22,2021-08-21,139.21,278.42,Credit Card,1,1,2021-08-21
3715,3715,5,Monthly,2022-05-06,2025-02-19,11.01,374.34,Debit Card,1,0,
3716,3716,3,Annual,2022-03-17,2026-01-25,164.76,7743.72,Bank Transfer,0,0,
3717,3717,3,Monthly,2021-08-06,2024-08-20,173.16,6406.92,Credit Card,0,0,
3718,3718,1,Monthly,2022-08-08,2023-03-06,33.88,237.16,Net Banking,1,0,
3719,3719,2,Monthly,2020-06-11,2023-03-28,79.0,2686.0,UPI,0,0,
3720,3720,5,Annual,2021-06-03,2022-02-28,12.72,114.48,Debit Card,1,0,
3721,3721,3,Annual,2022-10-15,2026-02-26,139.06,5701.46,Credit Card,0,0,
3722,3722,3,Monthly,2021-07-01,2023-05-22,171.06,3934.38,UPI,1,1,2021-12-28
3723,3723,2,Annual,2022-08-27,2024-03-19,74.01,1406.19,Bank Transfer,0,0,
3724,3724,1,Annual,2023-06-03,2027-05-13,36.83,1767.84,Debit Card,0,0,
3725,3725,2,Monthly,2021-04-01,2024-03-16,89.34,3216.24,Net Banking,1,0,
3726,3726,4,Annual,2020-02-19,2022-06-08,365.79,10242.12,Bank Transfer,1,0,
3727,3727,3,Annual,2020-01-14,2021-10-05,188.76,3963.96,UPI,1,0,
3728,3728,2,Monthly,2020-10-05,2024-03-18,78.79,3309.18,Bank Transfer,1,0,
3729,3729,3,Monthly,2022-04-02,2025-02-15,162.66,5693.1,Debit Card,0,0,
3730,3730,1,Monthly,2022-05-20,2025-03-05,28.19,958.46,Bank Transfer,0,1,2023-07-14
3731,3731,3,Annual,2020-07-09,2024-02-19,184.12,8101.28,Net Banking,1,0,
3732,3732,1,Monthly,2023-01-05,2025-09-21,28.99,956.67,UPI,0,1,2023-07-04
3733,3733,5,Annual,2023-06-21,2025-03-12,9.46,198.66,Credit Card,0,0,
3734,3734,3,Annual,2023-05-28,2026-02-11,159.89,5276.37,Net Banking,1,0,
3735,3735,4,Annual,2022-11-06,2025-06-23,371.43,11885.76,Bank Transfer,0,0,
3736,3736,5,Annual,2023-03-16,2026-05-29,9.53,371.67,Debit Card,0,1,2025-12-30
3737,3737,5,Annual,2021-11-25,2023-08-17,12.2,256.2,Bank Transfer,0,0,
3738,3738,5,Monthly,2021-02-11,2022-06-06,11.71,187.36,Net Banking,0,0,
3739,3739,1,Annual,2022-10-12,2025-05-29,33.35,1067.2,Debit Card,0,0,
3740,3740,1,Annual,2022-12-21,2026-03-05,32.65,1273.35,UPI,1,0,
3741,3741,1,Annual,2022-06-30,2022-11-27,29.26,146.3,Net Banking,1,0,
3742,3742,2,Annual,2022-03-09,2023-08-01,94.32,1603.44,UPI,0,0,
3743,3743,5,Monthly,2023-05-10,2025-09-26,10.42,302.18,UPI,0,0,
3744,3744,1,Annual,2023-03-20,2026-10-30,36.72,1615.68,UPI,1,0,
3745,3745,2,Monthly,2020-12-02,2024-10-12,85.41,4014.27,Credit Card,1,0,
3746,3746,1,Monthly,2022-02-25,2024-12-11,31.37,1066.58,Credit Card,0,0,
3747,3747,1,Annual,2022-05-17,2026-04-26,32.18,1544.64,Bank Transfer,1,0,
3748,3748,1,Annual,2023-03-18,2023-08-15,30.83,154.15,Net Banking,1,0,
3749,3749,2,Monthly,2023-03-03,2026-08-14,83.77,3518.34,Bank Transfer,1,0,
3750,3750,3,Monthly,2023-04-06,2026-06-19,167.66,6538.74,Credit Card,1,0,
3751,3751,1,Annual,2023-01-30,2024-04-24,30.1,451.5,Net Banking,1,1,2023-07-29
3752,3752,3,Annual,2023-06-24,2025-10-11,138.09,3866.52,UPI,1,0,
3753,3753,3,Annual,2020-01-13,2021-02-06,176.28,2291.64,Bank Transfer,1,0,
3754,3754,4,Monthly,2020-08-13,2021-12-06,408.09,6529.44,UPI,1,0,
3755,3755,2,Annual,2022-01-08,2024-05-27,73.71,2137.59,UPI,0,0,
3756,3756,5,Annual,2021-01-16,2023-11-02,12.74,433.16,Bank Transfer,1,0,
3757,3757,5,Annual,2021-01-17,2021-02-16,12.28,12.28,UPI,0,1,2021-02-16
3758,3758,4,Annual,2022-05-04,2022-10-31,420.4,2522.4,Net Banking,1,0,
3759,3759,2,Monthly,2021-04-20,2025-01-29,101.74,4680.04,Bank Transfer,1,0,
3760,3760,4,Annual,2020-02-10,2024-01-20,400.14,19206.72,Debit Card,1,0,
3761,3761,2,Annual,2020-12-21,2021-02-19,78.68,157.36,UPI,1,0,
3762,3762,1,Annual,2022-12-10,2025-11-24,36.08,1298.88,Net Banking,1,0,
3763,3763,1,Annual,2020-09-01,2021-03-30,33.84,236.88,Bank Transfer,1,0,
3764,3764,3,Monthly,2021-11-15,2022-11-10,178.42,2141.04,Debit Card,1,1,2022-11-10
3765,3765,2,Monthly,2020-11-25,2021-08-22,88.32,794.88,Net Banking,1,0,
3766,3766,3,Monthly,2022-09-07,2024-07-28,149.43,3436.89,Credit Card,1,0,
3767,3767,3,Annual,2021-03-09,2023-02-27,151.46,3635.04,Bank Transfer,1,1,2022-10-30
3768,3768,3,Monthly,2021-01-24,2022-10-16,167.32,3513.72,Debit Card,1,0,
3769,3769,3,Monthly,2020-04-21,2021-09-13,180.94,3075.98,Net Banking,0,1,2020-12-17
3770,3770,5,Monthly,2021-02-21,2022-03-18,12.61,163.93,Net Banking,0,1,2021-06-21
3771,3771,3,Annual,2021-03-29,2024-10-09,153.16,6585.88,Net Banking,1,0,
3772,3772,3,Annual,2023-01-11,2025-11-26,192.06,6722.1,Bank Transfer,1,0,
3773,3773,5,Annual,2022-11-21,2026-09-01,10.74,494.04,UPI,0,0,
3774,3774,2,Monthly,2021-02-01,2023-11-18,85.36,2902.24,Bank Transfer,1,0,
3775,3775,5,Annual,2021-02-07,2023-02-27,10.16,254.0,Net Banking,1,0,
3776,3776,3,Monthly,2020-03-26,2023-11-06,175.79,7734.76,Debit Card,1,0,
3777,3777,5,Monthly,2021-01-31,2021-04-01,11.3,22.6,Debit Card,1,0,
3778,3778,5,Annual,2022-04-14,2025-06-27,12.15,473.85,Debit Card,1,0,
3779,3779,2,Annual,2021-08-11,2022-10-05,74.49,1042.86,Bank Transfer,0,1,2022-01-08
3780,3780,2,Annual,2021-11-27,2022-02-25,75.29,225.87,Debit Card,0,1,2022-02-25
3781,3781,5,Monthly,2023-06-13,2024-10-05,12.77,204.32,Bank Transfer,1,0,
3782,3782,3,Monthly,2020-01-16,2022-10-02,184.51,6088.83,Net Banking,0,0,
3783,3783,5,Annual,2023-06-09,2026-06-23,9.31,344.47,Debit Card,0,0,
3784,3784,1,Annual,2021-02-06,2024-07-20,35.48,1490.16,Debit Card,1,0,
3785,3785,2,Monthly,2022-09-21,2023-01-19,94.81,379.24,Debit Card,1,1,2023-01-19
3786,3786,2,Annual,2021-02-17,2022-02-12,103.5,1242.0,UPI,1,0,
3787,3787,5,Annual,2020-11-16,2022-07-09,9.28,185.6,UPI,1,0,
3788,3788,2,Annual,2023-03-16,2026-06-28,101.23,4049.2,Debit Card,1,0,
3789,3789,4,Annual,2020-09-12,2022-08-03,372.14,8559.22,Bank Transfer,1,0,
3790,3790,2,Annual,2021-07-08,2024-04-23,85.65,2912.1,Net Banking,0,0,
3791,3791,1,Monthly,2022-01-18,2025-12-28,34.91,1675.68,Credit Card,0,0,
3792,3792,4,Annual,2022-04-30,2024-07-18,454.57,12273.39,Bank Transfer,1,0,
3793,3793,3,Annual,2022-10-04,2023-10-29,165.66,2153.58,Net Banking,1,1,2023-01-02
3794,3794,5,Annual,2023-01-25,2024-07-18,9.28,167.04,Net Banking,0,0,
3795,3795,3,Annual,2021-01-02,2023-11-18,152.26,5329.1,Debit Card,1,0,
3796,3796,5,Monthly,2023-06-22,2023-11-19,10.71,53.55,UPI,0,1,2023-08-21
3797,3797,1,Monthly,2021-01-30,2023-11-16,33.86,1151.24,Credit Card,1,0,
3798,3798,3,Annual,2020-01-15,2020-06-13,183.0,915.0,Net Banking,1,1,2020-03-15
3799,3799,1,Annual,2020-05-24,2023-03-10,31.49,1070.66,Credit Card,0,0,
3800,3800,4,Annual,2021-11-21,2025-04-04,508.81,20861.21,Net Banking,0,0,
3801,3801,5,Monthly,2020-04-28,2021-09-20,11.15,189.55,Debit Card,0,1,2020-08-26
3802,3802,5,Annual,2021-04-30,2021-10-27,10.01,60.06,UPI,1,0,
3803,3803,2,Monthly,2021-02-23,2022-01-19,90.0,990.0,Debit Card,1,0,
3804,3804,4,Annual,2020-01-17,2023-03-02,388.43,14760.34,Bank Transfer,0,0,
3805,3805,2,Annual,2023-03-16,2023-08-13,83.4,417.0,Bank Transfer,1,1,2023-06-14
3806,3806,4,Monthly,2021-08-03,2022-03-31,495.15,3961.2,Credit Card,1,0,
3807,3807,4,Monthly,2023-02-24,2025-05-14,457.15,12343.05,UPI,0,0,
3808,3808,4,Monthly,2020-07-16,2023-02-01,477.86,14813.66,Bank Transfer,1,1,2020-10-14
3809,3809,5,Monthly,2020-01-06,2023-03-21,10.17,396.63,Debit Card,0,0,
3810,3810,5,Annual,2020-12-03,2021-03-03,11.96,35.88,Net Banking,0,1,2021-01-02
3811,3811,4,Monthly,2020-05-24,2023-05-09,396.85,14286.6,Debit Card,1,0,
3812,3812,2,Annual,2020-05-05,2023-10-17,84.56,3551.52,Bank Transfer,0,0,
3813,3813,4,Annual,2020-03-05,2020-12-30,494.86,4948.6,Bank Transfer,1,0,
3814,3814,2,Monthly,2021-05-26,2022-06-20,79.18,1029.34,UPI,0,1,2021-07-25
3815,3815,3,Annual,2023-05-23,2026-05-07,159.68,5748.48,Credit Card,0,1,2026-02-06
3816,3816,3,Annual,2021-11-28,2022-01-27,154.95,309.9,Bank Transfer,0,0,
3817,3817,2,Annual,2020-03-21,2023-10-02,75.38,3241.34,Credit Card,1,0,
3818,3818,1,Annual,2021-12-20,2022-09-16,37.92,341.28,Credit Card,1,1,2022-01-19
3819,3819,4,Annual,2022-08-15,2024-01-07,406.22,6905.74,Bank Transfer,1,0,
3820,3820,5,Monthly,2023-02-11,2026-10-23,9.28,417.6,Credit Card,0,0,
3821,3821,2,Monthly,2020-01-25,2021-02-18,94.71,1231.23,Bank Transfer,1,0,
3822,3822,1,Annual,2021-03-21,2024-01-05,31.74,1079.16,Debit Card,1,0,
3823,3823,4,Annual,2020-08-04,2022-02-25,484.91,9213.29,Credit Card,1,0,
3824,3824,2,Annual,2020-11-03,2021-07-31,79.0,711.0,UPI,1,1,2021-07-01
3825,3825,3,Annual,2022-02-14,2022-09-12,143.87,1007.09,Debit Card,1,0,
3826,3826,1,Annual,2022-12-31,2025-10-16,34.12,1160.08,Debit Card,1,0,
3827,3827,1,Annual,2023-01-23,2026-09-04,38.32,1686.08,Debit Card,1,1,2026-03-08
3828,3828,5,Monthly,2021-07-11,2023-07-01,9.46,227.04,UPI,0,0,
3829,3829,5,Annual,2020-06-20,2022-11-07,10.48,303.92,Bank Transfer,1,0,
3830,3830,3,Annual,2020-01-20,2023-01-04,191.11,6879.96,Net Banking,0,0,
3831,3831,5,Monthly,2020-12-13,2023-02-01,10.87,282.62,UPI,0,1,2022-09-04
3832,3832,5,Annual,2022-02-22,2022-07-22,9.98,49.9,UPI,0,0,
3833,3833,2,Monthly,2022-06-25,2025-10-07,98.55,3942.0,Bank Transfer,1,1,2023-09-18
3834,3834,3,Monthly,2020-10-10,2021-12-04,192.37,2693.18,Bank Transfer,1,0,
3835,3835,5,Annual,2021-01-20,2021-10-17,11.95,107.55,Bank Transfer,1,0,
3836,3836,3,Annual,2022-07-29,2024-06-18,146.28,3364.44,Net Banking,1,0,
3837,3837,2,Monthly,2020-04-08,2021-10-30,94.54,1796.26,Bank Transfer,0,1,2021-08-01
3838,3838,4,Annual,2023-04-04,2025-09-20,516.51,15495.3,Net Banking,0,0,
3839,3839,4,Annual,2023-06-23,2023-09-21,404.06,1212.18,Bank Transfer,1,0,
3840,3840,2,Annual,2021-06-30,2023-12-17,89.08,2672.4,Net Banking,1,0,
3841,3841,3,Annual,2021-01-18,2024-02-02,163.75,6058.75,Credit Card,1,0,
3842,3842,1,Monthly,2023-04-06,2026-10-17,29.4,1264.2,Net Banking,1,1,2024-05-30
3843,3843,5,Annual,2021-12-05,2024-10-20,12.6,441.0,Credit Card,1,0,
3844,3844,4,Annual,2023-06-16,2027-05-26,363.22,17434.56,Net Banking,1,0,
3845,3845,5,Annual,2021-08-25,2023-12-13,11.49,321.72,Net Banking,0,1,2023-12-13
3846,3846,1,Monthly,2023-04-25,2023-11-21,37.76,264.32,Net Banking,1,0,
3847,3847,4,Annual,2023-05-07,2023-10-04,468.38,2341.9,Bank Transfer,1,0,
3848,3848,4,Monthly,2022-04-20,2024-05-09,411.23,10280.75,Debit Card,1,0,
3849,3849,1,Annual,2020-06-09,2020-11-06,28.42,142.1,Net Banking,0,0,
3850,3850,2,Annual,2022-02-21,2025-12-02,85.42,3929.32,Debit Card,1,0,
3851,3851,1,Annual,2022-10-22,2024-07-13,36.7,770.7,Credit Card,1,0,
3852,3852,4,Annual,2022-06-03,2023-03-30,494.55,4945.5,Net Banking,1,1,2023-02-28
3853,3853,3,Annual,2020-08-03,2024-01-15,185.86,7806.12,Debit Card,1,0,
3854,3854,2,Annual,2021-07-24,2024-08-07,102.56,3794.72,Net Banking,1,0,
3855,3855,1,Monthly,2021-10-16,2025-02-27,33.35,1367.35,Bank Transfer,0,0,
3856,3856,2,Annual,2022-01-27,2024-01-17,78.18,1876.32,UPI,1,1,2022-08-25
3857,3857,3,Annual,2021-07-25,2023-10-13,147.18,3973.86,Net Banking,1,0,
3858,3858,4,Annual,2020-04-17,2020-06-16,438.88,877.76,UPI,0,0,
3859,3859,3,Annual,2021-01-07,2023-12-23,177.59,6393.24,UPI,1,0,
3860,3860,5,Monthly,2022-03-28,2022-04-27,9.23,9.23,Net Banking,1,1,2022-04-27
3861,3861,3,Annual,2021-02-26,2021-05-27,143.93,431.79,Credit Card,1,0,
3862,3862,3,Annual,2020-01-16,2021-09-07,193.13,3862.6,Bank Transfer,0,0,
3863,3863,4,Annual,2023-03-26,2024-02-19,453.48,4988.28,Bank Transfer,1,0,
3864,3864,2,Annual,2022-07-13,2026-01-23,100.74,4331.82,Net Banking,1,0,
3865,3865,5,Monthly,2020-04-12,2024-03-22,10.06,482.88,Bank Transfer,1,0,
3866,3866,2,Annual,2021-09-24,2022-07-21,100.66,1006.6,Bank Transfer,1,0,
3867,3867,2,Annual,2020-04-22,2024-01-02,78.23,3520.35,UPI,1,0,
3868,3868,1,Annual,2023-06-24,2025-11-10,35.78,1037.62,Net Banking,1,0,
3869,3869,2,Annual,2021-07-20,2025-03-31,103.3,4648.5,Net Banking,1,0,
3870,3870,4,Monthly,2020-06-28,2020-10-26,494.31,1977.24,Debit Card,1,0,
3871,3871,5,Annual,2023-06-29,2026-12-10,11.84,497.28,Net Banking,0,0,
3872,3872,1,Annual,2020-05-05,2020-12-31,33.69,269.52,Credit Card,0,0,
3873,3873,3,Annual,2022-03-31,2023-10-22,190.69,3623.11,Debit Card,1,0,
3874,3874,3,Annual,2021-11-10,2023-11-30,192.23,4805.75,Debit Card,0,0,
3875,3875,3,Monthly,2022-07-28,2024-10-15,175.91,4749.57,Debit Card,1,0,
3876,3876,2,Annual,2022-12-25,2023-01-24,86.0,86.0,Bank Transfer,1,0,
3877,3877,5,Annual,2020-03-30,2020-10-26,10.75,75.25,Credit Card,0,0,
3878,3878,5,Annual,2023-01-08,2024-07-31,9.7,184.3,Bank Transfer,1,1,2023-02-07
3879,3879,4,Annual,2022-09-10,2023-11-04,441.86,6186.04,Net Banking,1,0,
3880,3880,5,Annual,2021-08-31,2023-10-20,9.53,247.78,Net Banking,1,0,
3881,3881,4,Monthly,2022-12-05,2023-10-01,478.11,4781.1,Net Banking,1,0,
3882,3882,4,Monthly,2021-10-12,2024-10-26,370.67,13714.79,UPI,1,0,
3883,3883,1,Annual,2022-11-01,2023-07-29,31.02,279.18,Net Banking,0,1,2023-07-29
3884,3884,3,Monthly,2021-10-27,2025-04-09,137.68,5782.56,Net Banking,0,0,
3885,3885,2,Monthly,2020-03-31,2021-12-21,94.71,1988.91,Debit Card,1,1,2021-04-25
3886,3886,1,Monthly,2020-12-31,2022-04-25,30.08,481.28,Net Banking,1,0,
3887,3887,1,Monthly,2023-02-16,2023-08-15,37.37,224.22,Credit Card,0,0,
3888,3888,1,Annual,2023-05-02,2025-05-21,32.26,806.5,Credit Card,1,0,
3889,3889,3,Annual,2021-04-16,2022-07-10,179.14,2687.1,Credit Card,0,1,2022-04-11
3890,3890,4,Annual,2022-04-02,2025-04-16,404.4,14962.8,Bank Transfer,1,0,
3891,3891,5,Annual,2022-10-05,2023-03-04,10.85,54.25,Credit Card,1,1,2022-12-04
3892,3892,3,Annual,2021-08-04,2021-11-02,192.2,576.6,Debit Card,1,1,2021-10-03
3893,3893,2,Annual,2022-02-26,2025-02-10,96.22,3463.92,UPI,1,0,
3894,3894,1,Annual,2022-09-28,2024-07-19,36.97,813.34,Credit Card,0,1,2022-10-28
3895,3895,1,Annual,2022-06-28,2022-07-28,38.9,38.9,Net Banking,1,1,2022-07-28
3896,3896,3,Annual,2021-07-08,2022-06-03,172.36,1895.96,Bank Transfer,1,0,
3897,3897,4,Annual,2021-04-15,2022-10-07,406.28,7313.04,Bank Transfer,0,1,2022-10-07
3898,3898,4,Annual,2022-03-05,2024-06-22,464.92,13017.76,Net Banking,1,0,
3899,3899,4,Annual,2021-05-03,2022-02-27,499.87,4998.7,Credit Card,0,0,
3900,3900,4,Annual,2020-03-16,2023-08-28,389.92,16376.64,Credit Card,1,0,
3901,3901,2,Annual,2022-04-13,2025-05-27,99.91,3796.58,Credit Card,1,0,
3902,3902,1,Annual,2023-02-26,2024-03-22,32.68,424.84,Debit Card,1,0,
3903,3903,4,Monthly,2021-10-08,2022-10-03,432.68,5192.16,UPI,0,0,
3904,3904,5,Annual,2021-03-04,2023-12-19,11.57,393.38,Net Banking,1,0,
3905,3905,5,Annual,2022-10-11,2026-06-22,9.63,433.35,Credit Card,0,0,
3906,3906,5,Annual,2020-05-29,2021-11-20,11.72,210.96,Net Banking,0,1,2021-04-24
3907,3907,1,Monthly,2022-09-07,2023-07-04,36.74,367.4,UPI,0,0,
3908,3908,4,Annual,2021-10-30,2022-01-28,478.62,1435.86,Credit Card,1,0,
3909,3909,1,Monthly,2023-01-08,2024-07-01,33.33,599.94,Net Banking,0,0,
3910,3910,4,Monthly,2020-12-30,2024-04-13,449.33,17973.2,Bank Transfer,0,0,
3911,3911,2,Annual,2021-02-28,2024-09-10,80.02,3440.86,UPI,1,0,
3912,3912,2,Annual,2022-09-27,2026-04-09,96.45,4147.35,Credit Card,1,0,
3913,3913,5,Monthly,2023-06-26,2025-08-14,11.05,287.3,Debit Card,1,0,
3914,3914,4,Monthly,2020-03-26,2024-02-04,362.26,17026.22,Bank Transfer,1,0,
3915,3915,4,Annual,2022-03-23,2025-06-05,499.61,19484.79,Bank Transfer,1,0,
3916,3916,5,Monthly,2020-10-17,2023-09-02,9.47,331.45,Credit Card,0,1,2022-08-08
3917,3917,4,Monthly,2022-09-25,2025-09-09,494.2,17791.2,Credit Card,0,0,
3918,3918,5,Annual,2020-06-02,2022-06-22,12.91,322.75,Bank Transfer,1,0,
3919,3919,3,Annual,2021-02-03,2024-03-19,170.41,6475.58,Debit Card,1,0,
3920,3920,5,Monthly,2020-01-08,2020-08-05,10.63,74.41,Credit Card,1,0,
3921,3921,5,Monthly,2020-12-01,2024-04-14,9.29,380.89,Net Banking,1,0,
3922,3922,4,Annual,2020-12-20,2023-04-09,484.11,13555.08,UPI,0,0,
3923,3923,1,Annual,2021-03-31,2024-01-15,37.35,1269.9,Net Banking,1,0,
3924,3924,3,Annual,2021-01-09,2024-04-23,165.54,6621.6,Bank Transfer,1,0,
3925,3925,5,Annual,2022-09-16,2025-11-29,9.29,362.31,Bank Transfer,0,1,2023-07-13
3926,3926,5,Monthly,2022-02-08,2023-06-03,9.89,158.24,Net Banking,1,1,2023-02-03
3927,3927,3,Annual,2020-02-25,2023-10-07,156.23,6874.12,Net Banking,1,0,
3928,3928,2,Annual,2021-08-25,2023-07-16,87.7,2017.1,Credit Card,1,0,
3929,3929,1,Monthly,2020-06-22,2020-08-21,30.41,60.82,Credit Card,1,0,
3930,3930,4,Annual,2020-08-30,2021-12-23,508.33,8133.28,UPI,1,0,
3931,3931,4,Monthly,2021-01-05,2023-02-24,403.3,10485.8,Bank Transfer,0,0,
3932,3932,1,Annual,2021-03-14,2022-04-08,36.52,474.76,Debit Card,0,1,2021-04-13
3933,3933,4,Annual,2021-02-03,2021-11-30,518.9,5189.0,Bank Transfer,1,0,
3934,3934,2,Annual,2023-06-08,2025-06-27,80.14,2003.5,Debit Card,1,0,
3935,3935,2,Annual,2020-07-08,2022-06-28,98.06,2353.44,UPI,1,0,
3936,3936,2,Annual,2020-05-14,2023-03-30,84.69,2964.15,UPI,1,1,2023-01-29
3937,3937,1,Monthly,2022-01-15,2025-01-29,29.93,1107.41,Debit Card,1,1,2024-01-05
3938,3938,5,Annual,2020-12-26,2024-05-09,12.25,502.25,Net Banking,0,1,2023-09-12
3939,3939,1,Annual,2023-04-07,2025-02-25,33.76,776.48,Debit Card,1,0,
3940,3940,4,Monthly,2022-03-24,2024-07-11,457.89,12820.92,Debit Card,1,0,
